1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,
Vitamin C,Ascorbic Acid,Vitamin C; Ascorbic Acid; L-Ascorbic Acid; Ascorbate; Vitamin C; Ascorbic Acid/Orange/Citrus Limon/Citrus Aurantifolia Polypeptide; Ascorbic Acid (Vitamin C); 3-O-Ethyl-L-Ascorbic Acid (Vitamin C),Moderate Risk,Moderate Risk,Active,"Antioxidant, Brightening, Collagen Boosting",,1,5-20%,5-20%,5%,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,1,"Vitamin C is a potent antioxidant that inhibits melanin production, helping to brighten the skin and reduce the appearance of dark spots and hyperpigmentation. It also provides antioxidant protection, which helps prevent further pigmentation issues caused by environmental stressors.",0.2,,0.2,,0.2,"Vitamin C helps brighten the skin and regulate sebum production, making it beneficial for oily skin. It reduces shine and helps prevent clogged pores, contributing to a clearer complexion.",1,"Vitamin C is a powerful antioxidant that stimulates collagen production, helping to reduce the appearance of fine lines and wrinkles. It also brightens the skin and protects against environmental damage that can lead to premature aging. Vitamin C helps to even out skin tone and enhance overall skin radiance.",1,"Vitamin C stimulates collagen production, improving skin elasticity and firmness, while also protecting against oxidative stress that leads to sagging.",0.2,"Vitamin C is a powerful antioxidant that promotes collagen production, brightens the skin, and helps to smooth out uneven texture. It reduces the appearance of pores and creates a more refined, even complexion.",0.2,,1,"Vitamin C is a powerful antioxidant that brightens the skin by reducing hyperpigmentation and stimulating collagen production. It effectively combats dullness, leaving the skin looking more vibrant and even-toned.",1,"Vitamin C brightens the skin by reducing pigmentation and stimulating collagen production. It helps to lighten dark circles by improving skin tone and elasticity, making the under-eye area appear more refreshed and radiant.",1,Vitamin C brightens the skin and reduces hyperpigmentation from blemishes by inhibiting melanin production. Its antioxidant properties also help prevent future breakouts by protecting the skin from environmental damage.,0,0,0,0,0,0,0,1,1,1,0.5 - 20%,Moderately effective,0.5,,
Ascorbyl Glucoside,Ascorbyl Glucoside,Ascorbyl Glucoside; AA2G; Ascorbyl 2-glucoside; L-Ascorbic Acid 2-glucoside; Ascorbyl Glucoside Solution; Ascorbyl Glucoside (Vitamin C),Low Risk,Low Risk,"Active, Antioxidant","Stable Vitamin C derivative, Brightening, Antioxidant",,1,2-10%,2-5%,2%,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,1,Ascorbyl Glucoside is a stable form of Vitamin C that brightens the skin and fades hyperpigmentation by inhibiting melanin synthesis. It’s gentle on the skin and effective in reducing the appearance of dark spots over time.,0.2,,0.2,,0.2,,1,,1,"A stable form of Vitamin C, it stimulates collagen production, improving skin elasticity and firmness, and offers antioxidant protection.",0.2,Ascorbyl Glucoside is a stable form of Vitamin C that brightens the skin and helps smooth uneven texture. It minimizes the appearance of pores and promotes a more uniform skin tone.,0.2,,1,"A stable form of Vitamin C, Ascorbyl Glucoside brightens the skin by reducing dark spots and uneven tone. It helps to combat dullness, giving the skin a more luminous appearance.",1,"A stable form of Vitamin C, Ascorbyl Glucoside helps to reduce dark circles by inhibiting melanin production and brightening the skin. It improves the overall appearance of the under-eye area, making it look more awake and less fatigued.",1,"A stable form of Vitamin C, Ascorbyl Glucoside helps lighten dark spots left by blemishes and prevent new ones from forming. It also has anti-inflammatory properties that can reduce the severity of breakouts.",0,0,0,0,0,0,0,1,1,1,0.5% - 2%,No,0.0,,
Ascorbyl Palmitate,Ascorbyl Palmitate,Ascorbyl Palmitate; Vitamin C Palmitate; Ascorbyl-6-palmitate; L-Ascorbic Acid 6-hexadecanoate; Ascorbic Acid Palmitate,Low Risk,Moderate Risk,Active,"Antioxidant, Brightening, Fat-soluble Vitamin C",,4,0.1–1%,0.1–1%,0.1-1%,,,1,0.2,-0.2,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,,0.2,,0.2,,-0.2,,1,,1,,0.2,"A fat-soluble form of Vitamin C, Ascorbyl Palmitate helps improve skin texture by promoting collagen production and reducing the appearance of pores. It also brightens the skin, contributing to a more even complexion.",0.2,,1,Ascorbyl Palmitate is a fat-soluble form of Vitamin C that helps to brighten dull skin by promoting collagen production and reducing pigmentation. It enhances overall skin radiance and smoothness.,1,"Ascorbyl Palmitate is a fat-soluble form of Vitamin C that penetrates the skin effectively, helping to reduce pigmentation and improve skin texture. It lightens dark circles by promoting a more even skin tone and reducing shadows under the eyes.",1,,0,0,0,0,0,0,0,1,1,0.2,1% - 3%,Moderately effective,0.5,,
Avena Sativa (Oat) Kernel,Avena Sativa Kernel Extract,Avena Sativa (Oat) Kernel; Oat extract; Avena sativa seed extract; Oatmeal extract; Oat Kernel Extract; Avena Extract; Avena Sativa (Oat) Kernel Extract;,Low Risk,Low Risk,Active,"Soothing, Anti-inflammatory, Moisturizing",,1,0.007–2%,0.007–2%,,,,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,"Oat kernel is renowned for its anti-inflammatory and soothing properties. It helps calm irritated skin, reduce redness, and relieve the discomfort associated with rosacea. Oats also help to restore the skin’s barrier function.",0.2,,0.2,,1,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,0,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Colloidal Oatmeal,Avena Sativa Kernel Flour,Colloidal Oatmeal; Avena Sativa Kernel Flour; Oat Flour; Avena Sativa Flour; Colloidal Oats; Oatmeal,Low Risk,Low Risk,"Active, Humectant","Soothing, Anti-inflammatory, Moisturizing",,1,0.007–2%,0.007–2%,,,,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Colloidal oatmeal is particularly effective in soothing inflamed and irritated skin. It forms a protective barrier on the skin, locking in moisture and reducing redness, making it highly beneficial for those with rosacea.",0.2,,0.2,,1,,0.2,"Colloidal Oatmeal soothes the skin and helps absorb excess oil, making it effective in controlling shine and maintaining a balanced complexion for oily skin.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,0,0,0.2,0.2,0.2,0.5 - 2%,Yes,1.0,,
Behenyl Alcohol,Behenyl Alcohol,Behenyl Alcohol; Behenyl Alcohol; Docosanol,Low Risk,Low Risk,"Emollient, Thickener","Provides texture, Softening agent",,2,2-5%,2-5%,,,,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0,0,0,0,0,0,0,0,0,1 - 5%,,1.0,,
Bentonite,Bentonite,Bentonite; Montmorillonite; Fuller’s Earth; Bentonite Clay; Sodium Bentonite; Calcium Bentonite,Low Risk,Low Risk,"Thickener, Stabilizer","Oil absorption, Detoxifying",,1,5-15%,5-15%,,,,0,-0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0,,1,"Bentonite clay is highly absorbent and helps draw out impurities, toxins, and excess oil from the skin. It’s effective in treating acne by unclogging pores and reducing the likelihood of breakouts.",-0.2,,1,Bentonite clay is highly absorbent and effectively draws out excess oil and impurities from the skin. It’s ideal for oily skin as it helps keep pores clear and reduces shine.,0,,0,,0.2,,0.2,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0,0,1-20%,Moderately Effective,0.5,,
Benzoic Acid,Benzoic Acid,Benzoic Acid; Benzenecarboxylic acid; Carboxybenzene; Dracylic acid; Phenlycarboxylic Acid; Benzeneformic Acid,Moderate Risk,Moderate Risk,Preservative,"Antimicrobial, Preservative. A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",,1,2.5%,0.5%,0.2-0.5%,,,0,-1,-0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,0.2,,-1,,-0.2,,-0.2,,-0.2,,-0.2,,0,,0,,-1,,-0.2,,0,0,0,0,0,0,0,0,-0.2,-0.2,0.1 - 0.5%,,1.0,,
Benzyl Alcohol,Benzyl Alcohol,Benzyl Alcohol; Phenylmethanol; Benzenemethanol; Benzoyl alcohol; Benzene Methanol; Phenyl Carbinol,Moderate Risk,High Risk,"Preservative, Fragrance","Antimicrobial, Solvent, Preservative. A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",,0,0.5-5%,0.5-5%,1%,,,0,-6,-0.2,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,-0.2,,0.2,,-6,,-0.2,,-1,,-1,,-0.2,,-0.2,,-1,,-1,,-1,,0,0,0,0,0,0,0,-1,-0.2,-1,0.5 - 1%,,1.0,,
Benzyl Benzoate,Benzyl Benzoate,Benzyl Benzoate; Benzoic acid benzyl ester; Benzyl alcohol benzoate; Phenylmethyl benzoate; Benzyl benzenecarboxylate,High Risk,High Risk,"Fragrance, Active","Antimicrobial, Solvent",,0,0.000005-4%,0.000005-4%,0.10%,,,0,-1,-1,0,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,-1,,-1,,-1,,-1,,-1,,-1,,0,,-1,,-1,,-1,,-0.2,,0,0,0,0,0,0,0,-1,-0.2,-1,0.1 - 0.5%,,1.0,,
Beta-Carotene,Beta-Carotene,Beta-Carotene; Provitamin A; Carotene; Food Orange 0.5; Beta Carotene; Carotenoid; β-Carotene,Low Risk,Low Risk,"Active, Colorant","Antioxidant, Provitamin A",,1,0.1-1%,0.1-1%,0.01-0.02%,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,1,,1,,0.2,,0.2,,0.2,,0.2,,1,,0,0,0,0,0,0,0,0,0.2,0.2,0.1 - 1%,,1.0,,
Camellia Japonica Seed Oil,Camellia Japonica Seed Oil,Camellia Japonica Seed Oil; Camellia Japonica Seed Oil; Tsubaki Oil; Camellia Oil,Low Risk,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Antioxidant, Moisturizing",,1,1-100%,1-100%,1-100%,,,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,"This oil is rich in antioxidants and anti-inflammatory properties, making it effective in soothing irritation and reducing redness in rosacea-prone skin.",0.2,,0.2,,0.2,,0.2,,0.2,"Rich in antioxidants and fatty acids, camellia oil helps to nourish the skin, improve elasticity, and reduce the appearance of fine lines and wrinkles. It also protects the skin from environmental damage, promoting a smooth, youthful complexion.",1,"Rich in fatty acids and antioxidants, it helps restore skin firmness and elasticity by supporting collagen production and protecting against environmental damage.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,1,0,0,0,1,0,0.2,0.2,1,1 - 5%,Yes,1.0,,
Borage Oil,Borago Officinalis Seed Oil,Borage Oil; Borago Officinalis Seed Oil; Starflower Oil; Borage Seed Oil; Borage Oil,Low Risk,Low Risk,"Emollient, Active","Moisturizing, Anti-inflammatory, contains gamma-linoleic essential oil",,2,1–20%,1–20%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,"Borage oil is rich in gamma-linolenic acid (GLA), an essential fatty acid that helps reduce inflammation. It is particularly effective in soothing and calming the skin, making it beneficial for managing the symptoms of rosacea.",0.2,,0.2,"Borage oil is rich in gamma-linolenic acid (GLA), which helps reduce inflammation and soothe irritated skin. It can help calm acne-prone skin and reduce the severity of breakouts, particularly those associated with inflammatory conditions.",0.2,"Borage oil is rich in gamma-linolenic acid (GLA), an essential fatty acid that helps restore moisture and improve the skin’s barrier function. It is highly effective in treating dryness and dehydration, leaving the skin soft and supple.",0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,1,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,Moderately Effective,0.5,,
Boswellia Carterii Oil,Boswellia Carterii Oil,Boswellia Carterii Oil; Frankincense oil; Olibanum oil; Frankincense Essential Oil; Boswellia Oil; Frankincense Oil; Boswelia Carter (Frankincense) Essential Oil; Frankincense; Olibanum; Boswellia extract; Frankincense Extract; Boswellia Serrata Extract; Boswellia Carterii Extract,Moderate Risk,High Risk,"Fragrance, Active","Anti-inflammatory, Soothing",,2,3%,1-2%,1%,,,0.2,0,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0.2,,0.2,,0.2,,0,,0.2,,0.2,Frankincense oil helps to reduce the appearance of fine lines and wrinkles by promoting skin regeneration and improving skin elasticity. It also has anti-inflammatory properties that support overall skin health and prevent the formation of new wrinkles.,0.2,"Also known as frankincense oil, it tightens and firms the skin by promoting collagen production and improving elasticity, while offering anti-inflammatory benefits.",0.2,,0.2,,0,,0.2,,1,"Also known as frankincense oil, this ingredient has anti-inflammatory and antibacterial properties that help reduce the size and redness of blemishes. It also promotes healing, reducing the likelihood of scars.",0,0,0,1,0,1,0,-1,0.2,1,0.5% - 2%,Moderately effective,0.5,,
Sacred Frankincense Essential Oil,Boswellia Sacra Oil,Sacred Frankincense Essential Oil; Sacred Frankincense Oil,Moderate Risk,Moderate Risk,"Fragrance, Active","Antioxidant, Soothing, Anti-inflammatory",,2,0.25-3%,0.25–1.3%,,,,0.2,0,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0.2,,0.2,"Similar to regular frankincense, sacred frankincense essential oil helps to regenerate skin cells and promote an even skin tone, aiding in the gradual reduction of hyperpigmentation.",0.2,"Sacred frankincense essential oil offers similar benefits to regular frankincense, helping to reduce inflammation, fight bacteria, and promote healing in acne-prone skin.",0,,0.2,,0.2,"Similar to regular frankincense, sacred frankincense essential oil supports skin regeneration, improves elasticity, and reduces the appearance of fine lines and wrinkles. It’s particularly prized for its potent anti-aging properties and its ability to smooth and firm the skin.",0.2,"Similar to regular frankincense, it supports collagen production and skin regeneration, helping to restore firmness and elasticity.",0.2,,0.2,,0,,0.2,,0.2,,0,0,0,0,0,1,0,0,0.2,1,0.5% - 2%,Moderately effective,0.5,,
Brassica Oleracea Acephala Leaf Extract,Brassica Oleracea Acephala Leaf Extract,Brassica Oleracea Acephala Leaf Extract; Kale extract; Borecole extract; Leaf cabbage extract; Brassica Leaf Extract,Low Risk,Low Risk,"Active, Antioxidant","Antioxidant, Anti-inflammatory",,1,1%,1%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,1,0,0,0,0,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Butylene Glycol,Butylene Glycol,"Butylene Glycol; 1,3-Butanediol; 1,3-Dihydroxybutane; Butane-1,3-diol; Butylene Glycol; Butylene Glycol Solution",Low Risk,Low Risk,"Humectant, Solvent","Hydration, Penetration enhancer",,1,1-5%,1-5%,,,,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,,1.0,,
Butter Butyrospermum Parkii (Shea) Butter,Butyrospermum Parkii Butter,Butter Butyrospermum Parkii (Shea) Butter; Shea Butter; Vitellaria Paradoxa Butter; Karite Butter; Butyrospermum Parkii Butter; Butyrospermum Parkii (Shea) Butter; Butyrospermum Parkii (Shea) Nut Butter; Butyrospermum Parkii (Shea Butter); Raw Virgin Shea Butter; Organic Shea Butter; Organic Vitellaria Paradoxa Butter; Organic Karite Butter; Organic Shea Butter (Butyrospermum Parkii Butter); Organic Unrefined Shea Butter; Organic Butyrospermum Parkii Butter,Low Risk,Low Risk,"Emollient, Occlusive Agent","Moisturizing, Skin barrier protection",,3,1-100%,1-100%,1-100%,,,1,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Shea butter is a rich moisturizer that helps soothe and hydrate dry, irritated skin. For rosacea, it provides much-needed moisture without clogging pores, helping to calm and protect sensitive skin.",0.2,,-0.2,,1,"Shea butter is a rich, nourishing moisturizer that deeply hydrates the skin. It helps to restore and maintain the skin's moisture barrier, making it ideal for combating dryness and keeping the skin soft and smooth.",-0.2,,0.2,,0.2,,0.2,,-0.2,,0.2,,0.2,,0.2,,1,1,0,1,0.2,1,0,0.2,0,0.2,1 - 100%,Moderately Effective,0.5,,
C10-18 Triglycerides,C10-18 Triglycerides,C10-18 Triglycerides; Medium-Chain Triglycerides; Capric/Caprylic Triglycerides; Mixed Fatty Acid Triglycerides,Low Risk,Low Risk,"Active, Emollient","Emollient, Skin barrier protection",,2,0.5-30%,0.5-30%,0.5-5%,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,-0.2,,0.2,,0.2,,0.2,,0,,0.2,,0,,0,,0.2,1,0,0,0,0,0,0.2,0,0,1 - 5%,,1.0,,
Calendula,Calendula Officinalis Extract,Calendula; Calendula Officinalis; Pot Marigold; Garden Marigold; Calendula (Calendula officinalis); Calendula Flower Extract; Calendula Officinalis Flower Extract,Low Risk,Low Risk,"Active, Antioxidant, Fragrance",Natural fragrance. Low risk of irritation,,1,5–10%,5–10%,2-5%,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,1,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Calendula Oil,Calendula Officinalis Flower Oil,Calendula Oil; Pot Marigold Oil; Garden Marigold Oil; Calendula Officinalis Oil; Calendula Flower Oil,Low Risk,Low Risk,"Emollient, Active","Soothing, Anti-inflammatory, Skin barrier protection",,1,0.01–0.1%,0.01–0.1%,0.01–0.1%,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,1,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Organic Calophyllum Tacamahaca (Tamanu) Seed Oil,Calophyllum Inophyllum Seed Oil,Organic Calophyllum Tacamahaca (Tamanu) Seed Oil; Organic Calophyllum Inophyllum Seed Oil; Organic Tamanu Seed Oil; Organic Tamanu Oil; Tamanu; Calophyllum Inophyllum Oil; Foraha Oil; Kamani Oil; Tamanu Oil; Calophyllum Tacamahaca (Tamanu) Seed Oil; Calophyllum Inophyllum (Tamanu) Oil;,Moderate Risk,Low Risk,"Emollient, Active",Antioxidant,,2,1-100%,1-100%,2-5%,,,1,0.2,-0.2,-0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,"Tamanu oil is known for its healing and anti-inflammatory properties. It can help reduce redness and promote skin healing, making it beneficial for treating the symptoms of rosacea.",0.2,,0.2,"Tamanu oil is rich in fatty acids and has strong anti-inflammatory and antibacterial properties, making it effective in treating acne. It helps reduce the size and redness of pimples, promotes healing, and reduces the likelihood of acne scars. It is particularly useful for those with inflamed or cystic acne.",0.2,,-0.2,,0.2,"Tamanu oil is known for its healing and regenerative properties, which help to reduce the appearance of fine lines and wrinkles. It promotes collagen production, repairs damaged skin, and protects against environmental damage, making it an effective anti-aging ingredient.",0.2,"Tamanu oil promotes collagen production, restoring skin elasticity and firmness, and protects against environmental damage that can cause sagging.",0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,1,0,0.2,0,1,1 - 5%,Yes,1.0,,
Camellia Sinensis Leaf Extract (Green tea),Camellia Sinensis Leaf Extract,Camellia Sinensis Leaf Extract (Green tea); Green Tea Extract; Camellia Sinensis Extract; Tea Leaf Extract; Camellia Extract; Camellia Sinensis (Green Tea) Leaf Extract; Green Tea; White Tea Extract; Camellia Sinensis Leaf Extract,Low Risk,Low Risk,"Active, Antioxidant",Antioxidant,,0,1%,0.86%,,,,1,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Green tea extract is a powerful anti-inflammatory and antioxidant. It helps reduce redness and calm irritated skin, making it highly beneficial for managing rosacea.",1,"Green tea extract is rich in antioxidants and anti-inflammatory properties, which help to protect the skin from UV damage and reduce melanin production, thereby addressing hyperpigmentation.",0.2,,0.2,,1,Green tea extract is rich in antioxidants and has anti-inflammatory properties that help control oil production and reduce shine. It’s effective in managing oily skin and preventing acne.,1,"Green tea extract is a powerful antioxidant that helps to protect the skin from environmental damage and reduce the appearance of fine lines and wrinkles. It also soothes and calms the skin, making it look more youthful and refreshed.",0.2,,0.2,"Green tea extract is rich in antioxidants and has anti-inflammatory properties that help calm the skin, reduce the appearance of pores, and smooth uneven texture. It also protects the skin from environmental stressors that can cause texture issues.",0.2,Green tea extract has antioxidant and anti-inflammatory properties that reduce sebum production and calm the skin. This can prevent pores from becoming clogged and reduce the formation of blackheads.,0.2,,0.2,,0.2,,0,0,0,1,0.2,0,0,0.2,0.2,0.2,0.5% - 5%,Yes,1.0,,
