1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Argania Spinosa (Argan) Kernel Oil,"Kernel Oil, Argan oil, Argania Spinosa oil, Moroccan oil, Liquid Gold, Argan Nut Oil, Argania Spinosa Kernel Oil, Argania Spinosa Kernel Extract, Moroccan Argan Oil",Argania Spinosa Kernel Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active, Texture Enhancer","Moisturizing, Anti-aging",0,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0,,0,,0.2,,0.2,,0.2,"Argan oil is rich in fatty acids and Vitamin E, which help to hydrate and nourish the skin. It improves elasticity and reduces the appearance of fine lines and wrinkles, promoting a smoother, more youthful complexion. Its antioxidant properties also protect the skin from environmental damage.",1,"Argan oil is rich in fatty acids and Vitamin E, improving skin elasticity and firmness by promoting collagen production and protecting against environmental factors.",0.2,,0,,0.2,,0.2,,0.2,,1,1,0,0,0,0,0,1,0,0,0.2,0.2,0,0,0,0.2,0,0,0.2,0,1,0,0,0,0,0,0,0.2,1,0,1 - 5%,No
Organic Argan Oil,"Organic Argania Spinosa Kernel Oil, Organic Argania Oil, Organic Argan Oil, Organic Argania Spinosa Oil",Organic Argania Spinosa Kernel Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active, Texture Enhancer","Moisturizing, Anti-aging",#N/A,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0,,0,,0.2,,0.2,,0.2,"Organic argan oil offers the same benefits as regular argan oil, with added purity. It hydrates the skin, improves elasticity, and reduces the appearance of fine lines and wrinkles by nourishing and protecting the skin.",1,"Offers the same benefits as regular argan oil, with added purity, helping to restore skin elasticity and firmness by supporting collagen production and hydration.",0.2,,0,,0.2,,0.2,,0.2,,1,1,0,0,0,0,0,1,0,0,0.2,0.2,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,0,0.2,0,0,1 - 5%,No
Arginine,"Arginine, L-Arginine, L-Arg, Arginine HCl",Arginine,Active,Low Risk,Single,0,Low Risk,"Active, pH Adjuster, Humectant","Hydration, Collagen Production, Healing, Skin barrier protection",0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,"Arginine is an amino acid that supports skin repair and hydration. For rosacea, it can help strengthen the skin barrier and improve overall skin resilience, which is crucial in minimizing flare-ups and irritation.",0.2,,0.2,,0.2,,0.2,"Arginine is an amino acid that supports skin repair and hydration. While not specifically oil-controlling, it helps maintain the skin’s moisture balance, which can prevent the overproduction of oil.",0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,1,0.2,0,0,0.5 - 2%,
Arnica,"Arnica Montana Flower Extract, Arnica Oil, Mountain Arnica Extract, Arnica Flower Oil, Arnica Flower Extract",Arnica Montana Flower Extract,Active,Potential Risk,Compound,"Flavonoids, Sesquiterpene Lactones",Moderate Risk,Active,"Anti-inflammatory, Healing. While it has anti-inflammatory benefits, arnica can be irritating or sensitizing for some people, especially in high concentrations.",1,0,-0.2,-0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,-0.2,,0.2,,-0.2,,-0.2,,0,,0,,0.2,,0,,0.2,,-1,,0,,0,0,0,0,1,0,0,1,0,0.2,0,0,0,0,0,0.2,-0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1 - 2%,
Vitamin C,"Ascorbic Acid, L-Ascorbic Acid, Ascorbate, Vitamin C, Ascorbic Acid/Orange/Citrus Limon/Citrus Aurantifolia Polypeptide, Ascorbic Acid (Vitamin C), 3-O-Ethyl-L-Ascorbic Acid (Vitamin C)",Ascorbic Acid,Active,Moderate Risk,Single,0,Moderate Risk,Active,"Antioxidant, Brightening, Collagen Boosting",1,1,0.2,1,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,1,"Vitamin C is a potent antioxidant that inhibits melanin production, helping to brighten the skin and reduce the appearance of dark spots and hyperpigmentation. It also provides antioxidant protection, which helps prevent further pigmentation issues caused by environmental stressors.",0.2,,0.2,,0.2,"Vitamin C helps brighten the skin and regulate sebum production, making it beneficial for oily skin. It reduces shine and helps prevent clogged pores, contributing to a clearer complexion.",1,"Vitamin C is a powerful antioxidant that stimulates collagen production, helping to reduce the appearance of fine lines and wrinkles. It also brightens the skin and protects against environmental damage that can lead to premature aging. Vitamin C helps to even out skin tone and enhance overall skin radiance.",1,"Vitamin C stimulates collagen production, improving skin elasticity and firmness, while also protecting against oxidative stress that leads to sagging.",1,"Vitamin C is a powerful antioxidant that promotes collagen production, brightens the skin, and helps to smooth out uneven texture. It reduces the appearance of pores and creates a more refined, even complexion.",0.2,,1,"Vitamin C is a powerful antioxidant that brightens the skin by reducing hyperpigmentation and stimulating collagen production. It effectively combats dullness, leaving the skin looking more vibrant and even-toned.",1,"Vitamin C brightens the skin by reducing pigmentation and stimulating collagen production. It helps to lighten dark circles by improving skin tone and elasticity, making the under-eye area appear more refreshed and radiant.",0.2,Vitamin C brightens the skin and reduces hyperpigmentation from blemishes by inhibiting melanin production. Its antioxidant properties also help prevent future breakouts by protecting the skin from environmental damage.,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5 - 20%,Moderately effective
Ascorbyl Glucoside,"AA2G, Ascorbyl 2-glucoside, L-Ascorbic Acid 2-glucoside, Ascorbyl Glucoside Solution, Ascorbyl Glucoside (Vitamin C)",Ascorbyl Glucoside,Active,Low Risk,Compound,"Ascorbic Acid, Glucose",Low Risk,"Active, Antioxidant","Stable Vitamin C derivative, Brightening, Antioxidant",1,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,1,Ascorbyl Glucoside is a stable form of Vitamin C that brightens the skin and fades hyperpigmentation by inhibiting melanin synthesis. It’s gentle on the skin and effective in reducing the appearance of dark spots over time.,0.2,,0.2,,0.2,,0.2,,1,"A stable form of Vitamin C, it stimulates collagen production, improving skin elasticity and firmness, and offers antioxidant protection.",1,Ascorbyl Glucoside is a stable form of Vitamin C that brightens the skin and helps smooth uneven texture. It minimizes the appearance of pores and promotes a more uniform skin tone.,0.2,,1,"A stable form of Vitamin C, Ascorbyl Glucoside brightens the skin by reducing dark spots and uneven tone. It helps to combat dullness, giving the skin a more luminous appearance.",1,"A stable form of Vitamin C, Ascorbyl Glucoside helps to reduce dark circles by inhibiting melanin production and brightening the skin. It improves the overall appearance of the under-eye area, making it look more awake and less fatigued.",0.2,"A stable form of Vitamin C, Ascorbyl Glucoside helps lighten dark spots left by blemishes and prevent new ones from forming. It also has anti-inflammatory properties that can reduce the severity of breakouts.",0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.2,0,0,0.5% - 2%,No
Ascorbyl Palmitate,"Vitamin C Palmitate, Ascorbyl-6-palmitate, L-Ascorbic Acid 6-hexadecanoate, Ascorbic Acid Palmitate",Ascorbyl Palmitate,Active,Low Risk,Compound,"Ascorbic Acid, Palmitic Acid",Moderate Risk,Active,"Antioxidant, Brightening, Fat-soluble Vitamin C",4,1,0,-0.2,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,-0.2,,-1,,0,,-0.2,,0.2,,0.2,,1,"A fat-soluble form of Vitamin C, Ascorbyl Palmitate helps improve skin texture by promoting collagen production and reducing the appearance of pores. It also brightens the skin, contributing to a more even complexion.",0.2,,1,Ascorbyl Palmitate is a fat-soluble form of Vitamin C that helps to brighten dull skin by promoting collagen production and reducing pigmentation. It enhances overall skin radiance and smoothness.,1,"Ascorbyl Palmitate is a fat-soluble form of Vitamin C that penetrates the skin effectively, helping to reduce pigmentation and improve skin texture. It lightens dark circles by promoting a more even skin tone and reducing shadows under the eyes.",-1,,0,0,0,0,0,0,0,0,0,-1,-1,0.2,0,0,0,1,-0.2,0,1,1,0.2,0,0,0,0,0,1,0.2,1,0,1% - 3%,Moderately effective
Avena Sativa (Oat) Kernel,"Oat extract, Avena sativa seed extract, Oatmeal extract, Oat Kernel Extract, Avena Extract, Avena Sativa (Oat) Kernel Extract, ",Avena Sativa (Oat) Kernel Extract,Active,Low Risk,Compound,"Beta-Glucan, Lipids",Low Risk,Active,"Soothing, Anti-inflammatory, Moisturizing",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Oat kernel is renowned for its anti-inflammatory and soothing properties. It helps calm irritated skin, reduce redness, and relieve the discomfort associated with rosacea. Oats also help to restore the skin’s barrier function.",0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,1,1,0,0,0,0.2,0.2,0,1,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Colloidal Oatmeal,"Avena Sativa Kernel Flour, Oat Flour, Avena Sativa Flour, Colloidal Oats, Oatmeal",Avena Sativa (Oat) Kernel Flour,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Soothing, Anti-inflammatory, Moisturizing",1,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Colloidal oatmeal is particularly effective in soothing inflamed and irritated skin. It forms a protective barrier on the skin, locking in moisture and reducing redness, making it highly beneficial for those with rosacea.",0.2,,0,,0.2,,0.2,"Colloidal Oatmeal soothes the skin and helps absorb excess oil, making it effective in controlling shine and maintaining a balanced complexion for oily skin.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,1,0,0,0,0,0.2,0.2,1,0,1,0.2,0.2,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,Yes
Behenyl Alcohol,"Behenyl Alcohol, Docosanol",Behenyl Alcohol,Inactive,Low Risk,Single,0,Low Risk,"Emollient, Thickener","Provides texture, Softening agent",2,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,-1,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Bentonite,"Montmorillonite, Fuller’s Earth, Bentonite Clay, Sodium Bentonite, Calcium Bentonite",Bentonite,Inactive,Low Risk,Single,0,Low Risk,"Thickener, Stabilizer","Oil absorption, Detoxifying",1,0,-0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,0,,1,"Bentonite clay is highly absorbent and helps draw out impurities, toxins, and excess oil from the skin. It’s effective in treating acne by unclogging pores and reducing the likelihood of breakouts.",-0.2,,1,Bentonite clay is highly absorbent and effectively draws out excess oil and impurities from the skin. It’s ideal for oily skin as it helps keep pores clear and reduces shine.,0,,0,,0,,0.2,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1-20%,Moderately Effective
Benzoic Acid,"Benzenecarboxylic acid, Carboxybenzene, Dracylic acid, Phenlycarboxylic Acid, Benzeneformic Acid",Benzoic Acid,Inactive,Moderate Risk,Single,0,Moderate Risk,Preservative,"Antimicrobial, Preservative. A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",1,0,-1,-0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,-1,,-0.2,,-1,,-0.2,,-0.2,,-0.2,,-0.2,,0,,0,,-1,,-0.2,,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,0,0,0,0,-1,0,-0.2,0,-0.2,0,0,0,0,0,0,-0.2,0,0,0.1 - 0.5%,
Benzyl Alcohol,"Phenylmethanol, Benzenemethanol, Benzoyl alcohol, Benzene Methanol, Phenyl Carbinol",Benzyl Alcohol,Inactive,Moderate Risk,Single,0,High Risk,"Preservative, Fragrance","Antimicrobial, Solvent, Preservative. A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",0,0,-1,-0.2,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-0.2,,-6,,-0.2,,-1,,-1,,-0.2,,-0.2,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0,-0.2,-1,-1,0,0,0,-1,-1,0,-0.2,0,-1,0,0,0,0,0,0,-1,0,0,0.5 - 1%,
Benzyl Benzoate,"Benzoic acid benzyl ester, Benzyl alcohol benzoate, Phenylmethyl benzoate, Benzyl benzenecarboxylate",Benzyl Benzoate,Inactive,High Risk,Single,0,High Risk,"Fragrance, Active","Antimicrobial, Solvent",0,0,-1,-1,0,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-0.2,,-1,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,-0.2,0,-1,0,0,0,0,0,0,-1,0,0,0.1 - 0.5%,
Beta-Carotene,"Provitamin A, Carotene, Food Orange 0.5, Beta Carotene, Carotenoid, β-Carotene",Beta-Carotene,Active,Low Risk,Single,0,Low Risk,"Active, Colorant","Antioxidant, Provitamin A",1,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0.2,1,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 1%,
Betaine,"Trimethylglycine, Glycine Betaine, Betain, N,N,N-Trimethylglycine, Osmoprotectant",Betaine,Active,Low Risk,Single,0,Low Risk,Humectant,"Hydration, Moisture retention",0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,"Betaine helps balance the skin’s moisture levels, providing hydration without adding oil. It’s beneficial for oily skin as it helps prevent excess sebum production.",0.2,"Betaine is a natural humectant that helps to maintain skin hydration, plumping the skin and reducing the appearance of fine lines and wrinkles. It also helps to protect the skin from environmental stress by reinforcing the skin barrier, making the skin look smoother and more resilient.",0.2,"A humectant that helps retain moisture in the skin, improving plumpness and elasticity, though it doesn't directly stimulate collagen production.",0.2,"Betaine is a natural humectant that helps hydrate the skin and smooth out uneven texture. It supports overall skin health, making pores appear smaller and skin feel more refined.",0.2,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Borage Oil,"Borago Officinalis Seed Oil, Starflower Oil, Borage Seed Oil, Borage Oil",Borago Officinalis Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active","Moisturizing, Anti-inflammatory",2,0.2,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,"Borage oil is rich in gamma-linolenic acid (GLA), an essential fatty acid that helps reduce inflammation. It is particularly effective in soothing and calming the skin, making it beneficial for managing the symptoms of rosacea.",0.2,,0.2,"Borage oil is rich in gamma-linolenic acid (GLA), which helps reduce inflammation and soothe irritated skin. It can help calm acne-prone skin and reduce the severity of breakouts, particularly those associated with inflammatory conditions.",1,"Borage oil is rich in gamma-linolenic acid (GLA), an essential fatty acid that helps restore moisture and improve the skin’s barrier function. It is highly effective in treating dryness and dehydration, leaving the skin soft and supple.",-0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,1,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,Moderately Effective
Boswellia Carterii Oil,"Frankincense oil, Olibanum oil, Frankincense Essential Oil, Boswellia Oil, Frankincense Oil, Boswelia Carter (Frankincense) Essential Oil",Boswellia Carterii Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active","Anti-inflammatory, Soothing",2,0.2,0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.2,,-1,,0.2,,0.2,,-1,,1,Frankincense oil helps to reduce the appearance of fine lines and wrinkles by promoting skin regeneration and improving skin elasticity. It also has anti-inflammatory properties that support overall skin health and prevent the formation of new wrinkles.,1,"Also known as frankincense oil, it tightens and firms the skin by promoting collagen production and improving elasticity, while offering anti-inflammatory benefits.",0.2,,0.2,,-1,,-1,,1,"Also known as frankincense oil, this ingredient has anti-inflammatory and antibacterial properties that help reduce the size and redness of blemishes. It also promotes healing, reducing the likelihood of scars.",0,0,0,0,1,0,0,1,0,0.2,1,1,0,0,0,-1,-1,1,0.2,0,1,0,0,1,0,0,0,1,0,0,0.5% - 2%,Moderately effective
Sacred Frankincense Essential Oil,Sacred Frankincense Oil,Boswellia Sacra Resin Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active","Antioxidant, Soothing, Anti-inflammatory",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.2,,0.2,"Similar to regular frankincense, sacred frankincense essential oil helps to regenerate skin cells and promote an even skin tone, aiding in the gradual reduction of hyperpigmentation.",0.2,"Sacred frankincense essential oil offers similar benefits to regular frankincense, helping to reduce inflammation, fight bacteria, and promote healing in acne-prone skin.",0.2,,0.2,,1,"Similar to regular frankincense, sacred frankincense essential oil supports skin regeneration, improves elasticity, and reduces the appearance of fine lines and wrinkles. It’s particularly prized for its potent anti-aging properties and its ability to smooth and firm the skin.",1,"Similar to regular frankincense, it supports collagen production and skin regeneration, helping to restore firmness and elasticity.",0.2,,0.2,,0,,-1,,0.2,,0,0,0,0,0,0,0,1,0,0.2,0.2,1,0,0,0,0,0.2,0,0.2,0,1,0,0,0,0,0,0,1,0,0,0.5% - 2%,Moderately effective
Frankincense,"Olibanum, Boswellia extract, Frankincense Extract, Boswellia Serrata Extract, Boswellia Carterii Extract",Boswellia Serrata Extract/Boswellia Carterii Extract,Active,Moderate Risk,Compound,"Boswellic Acid, Essential Oils",Low Risk,"Fragrance, Active","Antioxidant, Soothing, Anti-inflammatory",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,-1,,0.2,"Frankincense in general helps to reduce inflammation, fight bacteria, and promote skin healing, making it beneficial for treating and preventing acne.",0.2,,0.2,,1,"Frankincense has been used for centuries for its skin-regenerating properties. It helps to smooth fine lines and wrinkles by promoting the production of new skin cells and improving skin elasticity, making the skin look firmer and more youthful.",1,"Promotes collagen production, improving skin elasticity and firmness, and helps tone and firm the skin.",0.2,,0.2,,0,,0.2,,0,,0,0,0,0,0,0,0,1,0,0.2,0,1,0,0,0,0,-1,0,0.2,1,1,0,0,0,0,0,0,1,0,0,0.5% - 2%,Moderately effective
Brassica Oleracea Acephala Leaf Extract,"Kale extract, Borecole extract, Leaf cabbage extract, Brassica Leaf Extract",Brassica Oleracea Acephala Leaf Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant","Antioxidant, Anti-inflammatory",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,1,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Butylene Glycol,"1,3-Butanediol, 1,3-Dihydroxybutane, Butane-1,3-diol, Butylene Glycol, Butylene Glycol Solution",Butylene Glycol,Inactive,Low Risk,Single,0,Low Risk,"Humectant, Solvent","Hydration, Penetration enhancer",1,0,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,-0.2,,0,,0.2,,0.2,,0,,0.2,,0,,-1,,0,0,0.2,0,0,0,0,0,0,0,-1,0,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,1 - 5%,
Butter Butyrospermum Parkii (Shea) Butter,"Shea Butter, Vitellaria Paradoxa Butter, Karite Butter, Butyrospermum Parkii Butter, Butyrospermum Parkii (Shea) Butter, Butyrospermum Parkii (Shea) Nut Butter, Butyrospermum Parkii (Shea Butter), Raw Virgin Shea Butter",Butyrospermum Parkii (Shea) Butter,Active,Low Risk,Single,0,Low Risk,"Emollient, Occlusive Agent","Moisturizing, Skin barrier protection",3,1,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Shea butter is a rich moisturizer that helps soothe and hydrate dry, irritated skin. For rosacea, it provides much-needed moisture without clogging pores, helping to calm and protect sensitive skin.",0.2,,-0.2,,1,"Shea butter is a rich, nourishing moisturizer that deeply hydrates the skin. It helps to restore and maintain the skin's moisture barrier, making it ideal for combating dryness and keeping the skin soft and smooth.",-0.2,,0.2,,0.2,,0,,0,,0.2,,-0.2,,0.2,,1,1,0,0,0,1,0.2,1,0,-0.2,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 100%,Moderately Effective
