,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingredient name,Aliases,INCI Name,Active/Inactive,Allergen Potential,Single/Compound,Components,Risk of irritation,Role in formulation,Note,Comedogenic Rating,Normal,Dry,Oily,Combination,Not sensitive,A little sensitive,Moderately sensitive,Sensitive,Very sensitive,Extremely sensitive,Not acne prone,A little acne-prone,Moderately acne-prone,Acne-prone,Very acne-prone,Extremely acne-prone,Teen,20s,30s,40s,50s,60+,Vegetarian,Vegan,Gluten-free,Paleo,Nut-free,Soy-free,Latex-free,Sesame-free,Citrus-free,Dye-free,Fragrance-free,Scent-free,Rosacea,Description,Hyperpigmentation & Uneven skin tone,Description,Acne,Description,Dryness/Dehydration,Description,Oiliness & Shine,Description,Fine lines & Wrinkles,Description,Loss of Elasticity/firmness,Description,Visible pores & Uneven texture,Description,"Clogged pores, blackheads",Description,Dullness,Description,Dark circles,Description,Blemishes,Description
Vitamin C,"Ascorbic Acid, L-Ascorbic Acid, Ascorbate, Vitamin C",Ascorbic Acid,Active,Moderate Risk,Single,0,Moderate Risk,Active,"Antioxidant, Brightening, Collagen Boosting",1,1,0.2,1,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,1,"Vitamin C is a potent antioxidant that inhibits melanin production, helping to brighten the skin and reduce the appearance of dark spots and hyperpigmentation. It also provides antioxidant protection, which helps prevent further pigmentation issues caused by environmental stressors.",0.2,,0.2,,0.2,"Vitamin C helps brighten the skin and regulate sebum production, making it beneficial for oily skin. It reduces shine and helps prevent clogged pores, contributing to a clearer complexion.",1,"Vitamin C is a powerful antioxidant that stimulates collagen production, helping to reduce the appearance of fine lines and wrinkles. It also brightens the skin and protects against environmental damage that can lead to premature aging. Vitamin C helps to even out skin tone and enhance overall skin radiance.",1,"Vitamin C stimulates collagen production, improving skin elasticity and firmness, while also protecting against oxidative stress that leads to sagging.",1,"Vitamin C is a powerful antioxidant that promotes collagen production, brightens the skin, and helps to smooth out uneven texture. It reduces the appearance of pores and creates a more refined, even complexion.",0.2,,1,"Vitamin C is a powerful antioxidant that brightens the skin by reducing hyperpigmentation and stimulating collagen production. It effectively combats dullness, leaving the skin looking more vibrant and even-toned.",1,"Vitamin C brightens the skin by reducing pigmentation and stimulating collagen production. It helps to lighten dark circles by improving skin tone and elasticity, making the under-eye area appear more refreshed and radiant.",0.2,Vitamin C brightens the skin and reduces hyperpigmentation from blemishes by inhibiting melanin production. Its antioxidant properties also help prevent future breakouts by protecting the skin from environmental damage.
Ascorbyl Glucoside,"AA2G, Ascorbyl 2-glucoside, L-Ascorbic Acid 2-glucoside, Ascorbyl Glucoside Solution, Ascorbyl Glucoside (Vitamin C)",Ascorbyl Glucoside,Active,Low Risk,Compound,"Ascorbic Acid, Glucose",Low Risk,"Active, Antioxidant","Stable Vitamin C derivative, Brightening, Antioxidant",1,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,1,Ascorbyl Glucoside is a stable form of Vitamin C that brightens the skin and fades hyperpigmentation by inhibiting melanin synthesis. It’s gentle on the skin and effective in reducing the appearance of dark spots over time.,0.2,,0.2,,0.2,,0.2,,1,"A stable form of Vitamin C, it stimulates collagen production, improving skin elasticity and firmness, and offers antioxidant protection.",1,Ascorbyl Glucoside is a stable form of Vitamin C that brightens the skin and helps smooth uneven texture. It minimizes the appearance of pores and promotes a more uniform skin tone.,0.2,,1,"A stable form of Vitamin C, Ascorbyl Glucoside brightens the skin by reducing dark spots and uneven tone. It helps to combat dullness, giving the skin a more luminous appearance.",1,"A stable form of Vitamin C, Ascorbyl Glucoside helps to reduce dark circles by inhibiting melanin production and brightening the skin. It improves the overall appearance of the under-eye area, making it look more awake and less fatigued.",0.2,"A stable form of Vitamin C, Ascorbyl Glucoside helps lighten dark spots left by blemishes and prevent new ones from forming. It also has anti-inflammatory properties that can reduce the severity of breakouts."
Ascorbyl Palmitate,"Vitamin C Palmitate, Ascorbyl-6-palmitate, L-Ascorbic Acid 6-hexadecanoate, Ascorbic Acid Palmitate",Ascorbyl Palmitate,Active,Low Risk,Compound,"Ascorbic Acid, Palmitic Acid",Moderate Risk,Active,"Antioxidant, Brightening, Fat-soluble Vitamin C",4,1,0,-0.2,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,-0.2,,-1,,0,,-0.2,,0.2,,0.2,,1,"A fat-soluble form of Vitamin C, Ascorbyl Palmitate helps improve skin texture by promoting collagen production and reducing the appearance of pores. It also brightens the skin, contributing to a more even complexion.",0.2,,1,Ascorbyl Palmitate is a fat-soluble form of Vitamin C that helps to brighten dull skin by promoting collagen production and reducing pigmentation. It enhances overall skin radiance and smoothness.,1,"Ascorbyl Palmitate is a fat-soluble form of Vitamin C that penetrates the skin effectively, helping to reduce pigmentation and improve skin texture. It lightens dark circles by promoting a more even skin tone and reducing shadows under the eyes.",-1,
Avena Sativa (Oat) Kernel,"Oat extract, Avena sativa seed extract, Oatmeal extract, Oat Kernel Extract, Avena Extract",Avena Sativa (Oat) Kernel Extract,Active,Low Risk,Compound,"Beta-Glucan, Lipids",Low Risk,Active,"Soothing, Anti-inflammatory, Moisturizing",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Oat kernel is renowned for its anti-inflammatory and soothing properties. It helps calm irritated skin, reduce redness, and relieve the discomfort associated with rosacea. Oats also help to restore the skin’s barrier function.",0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Colloidal Oatmeal,"Avena Sativa Kernel Flour, Oat Flour, Avena Sativa Flour, Colloidal Oats, Oatmeal",Avena Sativa (Oat) Kernel Flour,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Soothing, Anti-inflammatory, Moisturizing",1,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Colloidal oatmeal is particularly effective in soothing inflamed and irritated skin. It forms a protective barrier on the skin, locking in moisture and reducing redness, making it highly beneficial for those with rosacea.",0.2,,0,,0.2,,0.2,"Colloidal Oatmeal soothes the skin and helps absorb excess oil, making it effective in controlling shine and maintaining a balanced complexion for oily skin.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Behenyl Alcohol,"Behenyl Alcohol, Docosanol",Behenyl Alcohol,Inactive,Low Risk,Single,0,Low Risk,"Emollient, Thickener","Provides texture, Softening agent",2,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,-1,,0,
Bentonite,"Montmorillonite, Fuller’s Earth, Bentonite Clay, Sodium Bentonite, Calcium Bentonite",Bentonite,Inactive,Low Risk,Single,0,Low Risk,"Thickener, Stabilizer","Oil absorption, Detoxifying",1,0,-0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,0,,1,"Bentonite clay is highly absorbent and helps draw out impurities, toxins, and excess oil from the skin. It’s effective in treating acne by unclogging pores and reducing the likelihood of breakouts.",-0.2,,1,Bentonite clay is highly absorbent and effectively draws out excess oil and impurities from the skin. It’s ideal for oily skin as it helps keep pores clear and reduces shine.,0,,0,,0,,0.2,,0,,0,,0,
Benzoic Acid,"Benzenecarboxylic acid, Carboxybenzene, Dracylic acid, Phenlycarboxylic Acid, Benzeneformic Acid",Benzoic Acid,Inactive,Moderate Risk,Single,0,Moderate Risk,Preservative,"Antimicrobial, Preservative. A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",1,0,-1,-0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,-1,,-0.2,,-1,,-0.2,,-0.2,,-0.2,,-0.2,,0,,0,,-1,,-0.2,
Benzyl Alcohol,"Phenylmethanol, Benzenemethanol, Benzoyl alcohol, Benzene Methanol, Phenyl Carbinol",Benzyl Alcohol,Inactive,Moderate Risk,Single,0,High Risk,"Preservative, Fragrance","Antimicrobial, Solvent, Preservative. A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",0,0,-1,-0.2,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-0.2,,-1,,-0.2,,-1,,-1,,-0.2,,-0.2,,-1,,-1,,-1,
Benzyl Benzoate,"Benzoic acid benzyl ester, Benzyl alcohol benzoate, Phenylmethyl benzoate, Benzyl benzenecarboxylate",Benzyl Benzoate,Inactive,High Risk,Single,0,High Risk,"Fragrance, Active","Antimicrobial, Solvent",0,0,-1,-1,0,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-0.2,,-1,,-1,,-1,,-1,
Beta-Carotene,"Provitamin A, Carotene, Food Orange 0.5, Beta Carotene, Carotenoid, β-Carotene",Beta-Carotene,Active,Low Risk,Single,0,Low Risk,"Active, Colorant","Antioxidant, Provitamin A",1,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,
Betaine,"Trimethylglycine, Glycine Betaine, Betain, N,N,N-Trimethylglycine, Osmoprotectant",Betaine,Active,Low Risk,Single,0,Low Risk,Humectant,"Hydration, Moisture retention",0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,"Betaine helps balance the skin’s moisture levels, providing hydration without adding oil. It’s beneficial for oily skin as it helps prevent excess sebum production.",0.2,"Betaine is a natural humectant that helps to maintain skin hydration, plumping the skin and reducing the appearance of fine lines and wrinkles. It also helps to protect the skin from environmental stress by reinforcing the skin barrier, making the skin look smoother and more resilient.",0.2,"A humectant that helps retain moisture in the skin, improving plumpness and elasticity, though it doesn't directly stimulate collagen production.",0.2,"Betaine is a natural humectant that helps hydrate the skin and smooth out uneven texture. It supports overall skin health, making pores appear smaller and skin feel more refined.",0.2,,0.2,,0.2,,0,
Borage Oil,"Borago Officinalis Seed Oil, Starflower Oil, Borage Seed Oil, Borage Oil",Borago Officinalis Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active","Moisturizing, Anti-inflammatory",2,0.2,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,"Borage oil is rich in gamma-linolenic acid (GLA), an essential fatty acid that helps reduce inflammation. It is particularly effective in soothing and calming the skin, making it beneficial for managing the symptoms of rosacea.",0.2,,0.2,"Borage oil is rich in gamma-linolenic acid (GLA), which helps reduce inflammation and soothe irritated skin. It can help calm acne-prone skin and reduce the severity of breakouts, particularly those associated with inflammatory conditions.",1,"Borage oil is rich in gamma-linolenic acid (GLA), an essential fatty acid that helps restore moisture and improve the skin’s barrier function. It is highly effective in treating dryness and dehydration, leaving the skin soft and supple.",-0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,
Boswellia Carterii Oil,"Frankincense oil, Olibanum oil, Frankincense Essential Oil, Boswellia Oil",Boswellia Carterii Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active","Anti-inflammatory, Soothing",2,0.2,0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.2,,-1,,0.2,,0.2,,-1,,1,Frankincense oil helps to reduce the appearance of fine lines and wrinkles by promoting skin regeneration and improving skin elasticity. It also has anti-inflammatory properties that support overall skin health and prevent the formation of new wrinkles.,1,"Also known as frankincense oil, it tightens and firms the skin by promoting collagen production and improving elasticity, while offering anti-inflammatory benefits.",0.2,,0.2,,-1,,-1,,1,"Also known as frankincense oil, this ingredient has anti-inflammatory and antibacterial properties that help reduce the size and redness of blemishes. It also promotes healing, reducing the likelihood of scars."
Frankincense Essential Oil,"Boswellia Carterii Oil, Olibanum Oil, Frankincense Oil, Frankincense Essential Oil",Boswellia Carterii Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active","Antioxidant, Soothing, Anti-inflammatory",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.2,,0.2,"Frankincense essential oil has skin-regenerating properties that help to even out skin tone and reduce the appearance of dark spots. While not as potent as other ingredients, it can support the fading of hyperpigmentation over time.",0.2,Frankincense essential oil has anti-inflammatory and antibacterial properties that can help reduce the appearance of acne and prevent future breakouts. It also aids in healing and reducing the scars left by acne.,0.2,,0.2,,1,"Frankincense essential oil helps to tighten and tone the skin, reducing the appearance of fine lines and wrinkles. It promotes skin regeneration and protects against environmental stressors that can accelerate aging, making the skin look firmer and more youthful.",1,"Known for improving skin elasticity and firmness, it stimulates collagen production and helps tone the skin, reducing signs of sagging.",0.2,,0.2,,0,,-1,,0.2,
Sacred Frankincense Essential Oil,"Boswellia carterii oil, Olibanum oil, Frankincense, Sacred Frankincense Oil",Boswellia Sacra Resin Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active","Antioxidant, Soothing, Anti-inflammatory",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.2,,0.2,"Similar to regular frankincense, sacred frankincense essential oil helps to regenerate skin cells and promote an even skin tone, aiding in the gradual reduction of hyperpigmentation.",0.2,"Sacred frankincense essential oil offers similar benefits to regular frankincense, helping to reduce inflammation, fight bacteria, and promote healing in acne-prone skin.",0.2,,0.2,,1,"Similar to regular frankincense, sacred frankincense essential oil supports skin regeneration, improves elasticity, and reduces the appearance of fine lines and wrinkles. It’s particularly prized for its potent anti-aging properties and its ability to smooth and firm the skin.",1,"Similar to regular frankincense, it supports collagen production and skin regeneration, helping to restore firmness and elasticity.",0.2,,0.2,,0,,-1,,0.2,
Frankincense,"Olibanum, Boswellia extract, Frankincense Extract, Boswellia Serrata Extract, Boswellia Carterii Extract",Boswellia Serrata Extract/Boswellia Carterii Extract,Active,Moderate Risk,Compound,"Boswellic Acid, Essential Oils",Low Risk,"Fragrance, Active","Antioxidant, Soothing, Anti-inflammatory",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,-1,,0.2,"Frankincense in general helps to reduce inflammation, fight bacteria, and promote skin healing, making it beneficial for treating and preventing acne.",0.2,,0.2,,1,"Frankincense has been used for centuries for its skin-regenerating properties. It helps to smooth fine lines and wrinkles by promoting the production of new skin cells and improving skin elasticity, making the skin look firmer and more youthful.",1,"Promotes collagen production, improving skin elasticity and firmness, and helps tone and firm the skin.",0.2,,0.2,,0,,0.2,,0,
Brassica Oleracea Acephala Leaf Extract,"Kale extract, Borecole extract, Leaf cabbage extract, Brassica Leaf Extract",Brassica Oleracea Acephala Leaf Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant","Antioxidant, Anti-inflammatory",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Butylene Glycol,"1,3-Butanediol, 1,3-Dihydroxybutane, Butane-1,3-diol, Butylene Glycol, Butylene Glycol Solution",Butylene Glycol,Inactive,Low Risk,Single,0,Low Risk,"Humectant, Solvent","Hydration, Penetration enhancer",1,0,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,-0.2,,0,,0.2,,0.2,,0,,0.2,,0,,-1,
Butter Butyrospermum Parkii (Shea) Butter,"Shea Butter, Vitellaria Paradoxa Butter, Karite Butter, Butyrospermum Parkii Butter, Butyrospermum Parkii (Shea) Butter",Butyrospermum Parkii (Shea) Butter,Active,Low Risk,Single,0,Low Risk,"Emollient, Occlusive Agent","Moisturizing, Skin barrier protection",3,1,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Shea butter is a rich moisturizer that helps soothe and hydrate dry, irritated skin. For rosacea, it provides much-needed moisture without clogging pores, helping to calm and protect sensitive skin.",0.2,,-0.2,,1,"Shea butter is a rich, nourishing moisturizer that deeply hydrates the skin. It helps to restore and maintain the skin's moisture barrier, making it ideal for combating dryness and keeping the skin soft and smooth.",-0.2,,0.2,,0.2,,0,,0,,0.2,,-0.2,,0.2,
Organic Shea Butter,"Organic Vitellaria Paradoxa Butter, Organic Karite Butter, Organic Shea Butter (Butyrospermum Parkii Butter), Organic Unrefined Shea Butter, Organic Butyrospermum Parkii Butter",Butyrospermum Parkii (Shea) Butter,Active,Low Risk,Single,0,Low Risk,"Emollient, Occlusive Agent","Moisturizing, Skin barrier protection",3,1,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Similar to regular shea butter, organic shea butter is free from chemicals and impurities, providing intense hydration and soothing properties that are beneficial for rosacea-prone skin.",0.2,,-0.2,,1,"Organic Shea Butter provides the same moisturizing benefits as regular shea butter but with added purity. It deeply hydrates and nourishes dry skin, helping to restore softness and elasticity.",-0.2,,0.2,,0.2,,0,,0,,0.2,,-0.2,,0.2,
Raw Virgin Shea Butter,"Butyrospermum Parkii Butter, Shea Butter, Vitellaria Paradoxa Butter, Raw Shea Butter",Butyrospermum Parkii (Shea) Butter,Active,Low Risk,Single,0,Low Risk,"Emollient, Occlusive Agent","Moisturizing, Skin barrier protection",3,1,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Unrefined shea butter retains more of its natural nutrients, offering enhanced soothing and moisturizing benefits. It’s particularly effective in calming and protecting skin with rosacea.",0.2,,-0.2,,1,"Raw Virgin Shea Butter retains more of its natural nutrients, offering enhanced moisturizing and soothing benefits. It’s particularly effective in treating severely dry and dehydrated skin.",-0.2,,0.2,,0.2,,0,,0,,0.2,,-0.2,,0.2,
Shea Butter,"Butyrospermum Parkii Butter, Vitellaria Paradoxa Butter, Karite Butter, Shea Butter",Butyrospermum Parkii (Shea) Butter,Active,Low Risk,Single,0,Low Risk,"Emollient, Occlusive Agent","Moisturizing, Skin barrier protection",3,1,1,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Shea butter in general is a gentle, nourishing ingredient that helps to soothe and moisturize the skin, reducing the dryness and irritation associated with rosacea.",0.2,,-0.2,,1,"Shea Butter is a universal moisturizer that nourishes and protects the skin, making it ideal for alleviating dryness and keeping the skin hydrated and smooth.",-0.2,,0.2,,0.2,,0,,0,,0.2,,-0.2,,0.2,
C10-18 Triglycerides,"Medium-Chain Triglycerides, Capric/Caprylic Triglycerides, Mixed Fatty Acid Triglycerides",C1-18 Triglycerides,Inactive,Low Risk,Compound,"Caprylic/Capric Triglyceride, Glyceryl Tricaprylate",Low Risk,"Active, Emollient","Emollient, Skin barrier protection",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,,0,
Calendula,"Calendula Officinalis, Pot Marigold, Garden Marigold, Calendula (Calendula officinalis), Calendula Flower Extract, Calendula Officinalis Flower Extract",Calendula Officinalis Flower Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant, Fragrance",Natural fragrance. Low risk of irritation,1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Calendula Oil,"Pot Marigold Oil, Garden Marigold Oil, Calendula Officinalis Oil, Calendula Flower Oil",Calendula Officinalis Flower Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Active","Soothing, Anti-inflammatory, Skin barrier protection",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0,,0,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0,
